title,link,abstract,clean_abstract
Simulated microgravity alters gene regulation linked to immunity and cardiovascular disease,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11353732/,"Microgravity exposure induces a cephalad fluid shift and an overall reduction in physical activity levels which can lead to cardiovascular deconditioning in the absence of countermeasures. Future spaceflight missions will expose crew to extended periods of microgravity among other stressors, the effects of which on cardiovascular health are not fully known. In this study, we determined cardiac responses to extended microgravity exposure using the rat hindlimb unloading (HU) model. We hypothesized that exposure to prolonged simulated microgravity and subsequent recovery would lead to increased oxidative damage and altered expression of genes involved in the oxidative response. To test this hypothesis, we examined hearts of male (three and nine months of age) and female (3 months of age) Long–Evans rats that underwent HU for various durations up to 90 days and reambulated up to 90 days post-HU. Results indicate sex-dependent changes in oxidative damage marker 8-hydroxydeoxyguanosine (8-OHdG) and antioxidant gene expression in left ventricular tissue. Three-month-old females displayed elevated 8-OHdG levels after 14 days of HU while age-matched males did not. In nine-month-old males, there were no differences in 8-OHdG levels between HU and normally loaded control males at any of the timepoints tested following HU. RNAseq analysis of left ventricular tissue from nine-month-old males after 14 days of HU revealed upregulation of pathways involved in pro-inflammatory signaling, immune cell activation and differential expression of genes associated with cardiovascular disease progression. Taken together, these findings provide a rationale for targeting antioxidant and immune pathways and that sex differences should be taken into account in the development of countermeasures to maintain cardiovascular health in space. Keywords: hindlimb unloading, microgravity, cardiovascular system, immune response, transcriptomics",microgravity exposure induces cephalad fluid shift overall reduction physical activity levels lead cardiovascular deconditioning absence countermeasures future spaceflight missions expose crew extended periods microgravity among stressors effects cardiovascular health fully known study determined cardiac responses extended microgravity exposure using rat hindlimb unloading model hypothesized exposure prolonged simulated microgravity subsequent recovery would lead increased oxidative damage altered expression genes involved oxidative response test hypothesis examined hearts male three nine months age female months age longevans rats underwent various durations days reambulated days posthu results indicate sexdependent changes oxidative damage marker hydroxydeoxyguanosine ohdg antioxidant gene expression left ventricular tissue threemonthold females displayed elevated ohdg levels days agematched males ninemonthold males differences ohdg levels normally loaded control males timepoints tested following rnaseq analysis left ventricular tissue ninemonthold males days revealed upregulation pathways involved proinflammatory signaling immune cell activation differential expression genes associated cardiovascular disease progression taken together findings provide rationale targeting antioxidant immune pathways sex differences taken account development countermeasures maintain cardiovascular health space keywords hindlimb unloading microgravity cardiovascular system immune response transcriptomics
Autophagy and its consequences for platelet biology,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11953390/,"Chronic Kidney Disease (CKD) is a multifaceted and gradually advancing condition characterized by a complex pathogenesis. The current therapeutic options for CKD remain limited in efficacy. Consequently, the identification and exploration of novel drug targets for CKD are of paramount importance. We identified cis-expression quantitative trait loci (cis-eQTLs) with potential as drug targets from the eQTLGen Consortium database to serve as the exposure. For the outcome, we utilized a genome-wide association study (GWAS) of chronic kidney disease (CKD) from the FinnGen database, which comprised a case group of 11,265 individuals and a control group of 436,208 individuals. MR analysis was employed to investigate druggable genes closely associated with CKD. Subsequently, Gene Ontology (GO) and Kyoto Encyclopedia of Genes and Genomes (KEGG) enrichment analyses were conducted to elucidate the functional roles of these significant genes. Finally, a colocalization analysis was conducted to determine the likelihood that a cis-eQTL for a druggable gene and CKD share a causal variant. The expression of 12 genes was found to be significantly associated with CKD risk, with a false discovery rate (FDR) of less than 0.05. GO and KEGG enrichment analyses indicated that these genes are primarily involved in the regulation of MAP kinase activity, regulation of protein serine/threonine kinase activity, Gap junction, Platelet activation and Oxytocin signaling pathway. The colocalization analysis results suggested that CKD and the TUBB gene may share a causal variant, with a posterior probability (PP.H4) exceeding 80% (TUBB: 97.27%). Compelling statistical evidence indicates that TUBB represents the most promising pharmacological target for the treatment of CKD. This study not only identifies potential therapeutic targets but also offers valuable insights for future drug development in the context of CKD. Supplementary Information The online version contains supplementary material available at 10.1038/s41598-025-94761-0. Keywords: Chronic kidney disease, TUBB, Druggable genes, Mendelian randomization analysis Subject terms: Data mining, Drug discovery, Genetics, Nephrology",chronic kidney disease ckd multifaceted gradually advancing condition characterized complex pathogenesis current therapeutic options ckd remain limited efficacy consequently identification exploration novel drug targets ckd paramount importance identified cisexpression quantitative trait loci ciseqtls potential drug targets eqtlgen consortium database serve exposure outcome utilized genomewide association study gwas chronic kidney disease ckd finngen database comprised case group individuals control group individuals analysis employed investigate druggable genes closely associated ckd subsequently gene ontology kyoto encyclopedia genes genomes kegg enrichment analyses conducted elucidate functional roles significant genes finally colocalization analysis conducted determine likelihood ciseqtl druggable gene ckd share causal variant expression genes found significantly associated ckd risk false discovery rate fdr less kegg enrichment analyses indicated genes primarily involved regulation map kinase activity regulation protein serinethreonine kinase activity gap junction platelet activation oxytocin signaling pathway colocalization analysis results suggested ckd tubb gene may share causal variant posterior probability pph exceeding tubb compelling statistical evidence indicates tubb represents promising pharmacological target treatment ckd study identifies potential therapeutic targets also offers valuable insights future drug development context ckd supplementary information online version contains supplementary material available keywords chronic kidney disease tubb druggable genes mendelian randomization analysis subject terms data mining drug discovery genetics nephrology
A new role of NAP1L1 in megakaryocytes and human platelets,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9737020/,"Platelets (PLTs) are anucleate and considered incapable of nuclear functions. Contrastingly, nuclear proteins were detected in human PLTs. For most of these proteins, it is unclear if nuclear or alternatively assigned functions are performed, a question we wanted to address for n uclear a ssembly p rotein 1 l ike 1 (NAP1L1). Using a wide array of molecular methods, including RNAseq, co-IP, overexpression and functional assays, we explored expression pattern and functionality of NAP1L1 in PLTs, and CD34 + -derived megakaryocytes (MKs). NAP1L1 is expressed in PLTs and MKs. Co-IP experiments revealed that dihydrolipolylysine-residue acetyltransferase (DLAT encoded protein PDC-E2, ODP2) dynamically interacts with NAP1L1. PDC-E2 is part of the mitochondrial pyruvate-dehydrogenase (PDH) multi-enzyme complex, playing a crucial role in maintaining cellular respiration, and promoting ATP-synthesis via the respiratory chain. Since altered mitochondrial function is a hallmark of infectious syndromes, we analyzed PDH activity in PLTs from septic patients demonstrating increased activity, paralleling NAP1L1 expression levels. MKs PDH activity decreased following an LPS-challenge. Furthermore, overexpression of NAP1L1 significantly altered the ability of MKs to form proplatelet extensions, diminishing thrombopoiesis. These results indicate that NAP1L1 performs in other than nucleosome-assembly functions in PTLs and MKs, binding a key mitochondrial protein as a potential chaperone, and gatekeeper, influencing PDH activity and thrombopoiesis. Keywords: co-immunoprecipitation, DLAT, ODP2, PDC-E2, megakaryocytes, NAP1L1, overexpression, platelets, protein interactions, sepsis",platelets plts anucleate considered incapable nuclear functions contrastingly nuclear proteins detected human plts proteins unclear nuclear alternatively assigned functions performed question wanted address uclear ssembly rotein ike napl using wide array molecular methods including rnaseq coip overexpression functional assays explored expression pattern functionality napl plts derived megakaryocytes mks napl expressed plts mks coip experiments revealed dihydrolipolylysineresidue acetyltransferase dlat encoded protein pdce odp dynamically interacts napl pdce part mitochondrial pyruvatedehydrogenase pdh multienzyme complex playing crucial role maintaining cellular respiration promoting atpsynthesis via respiratory chain since altered mitochondrial function hallmark infectious syndromes analyzed pdh activity plts septic patients demonstrating increased activity paralleling napl expression levels mks pdh activity decreased following lpschallenge furthermore overexpression napl significantly altered ability mks form proplatelet extensions diminishing thrombopoiesis results indicate napl performs nucleosomeassembly functions ptls mks binding key mitochondrial protein potential chaperone gatekeeper influencing pdh activity thrombopoiesis keywords coimmunoprecipitation dlat odp pdce megakaryocytes napl overexpression platelets protein interactions sepsis
Evaluation of rodent spaceflight in the NASA animal enclosure module for an extended operational period (up to 35 days),https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5515519/,"The National Aeronautics and Space Administration Animal Enclosure Module (AEM) was developed as a self-contained rodent habitat for shuttle flight missions that provides inhabitants with living space, food, water, ventilation, and lighting, and this study reports whether, after minimal hardware modification, the AEM could support an extended term up to 35 days for Sprague-Dawley rats and C57BL/6 female mice for use on the International Space Station. Success was evaluated based on comparison of AEM housed animals to that of vivarium housed and to normal biological ranges through various measures of animal health and well-being, including animal health evaluations, animal growth and body masses, organ masses, rodent food bar consumption, water consumption, and analysis of blood contents. The results of this study confirmed that the AEMs could support 12 adult female C57BL/6 mice for up to 35 days with self-contained RFB and water, and the AEMs could also support 5 adult male Sprague-Dawley rats for 35 days with external replenishment of diet and water. This study has demonstrated the capability and flexibility of the AEM to operate for up to 35 days with minor hardware modification. Therefore, with modifications, it is possible to utilize this hardware on the International Space Station or other operational platforms to extend the space life science research use of mice and rats.",national aeronautics space administration animal enclosure module aem developed selfcontained rodent habitat shuttle flight missions provides inhabitants living space food water ventilation lighting study reports whether minimal hardware modification aem could support extended term days spraguedawley rats cbl female mice use international space station success evaluated based comparison aem housed animals vivarium housed normal biological ranges various measures animal health wellbeing including animal health evaluations animal growth body masses organ masses rodent food bar consumption water consumption analysis blood contents results study confirmed aems could support adult female cbl mice days selfcontained rfb water aems could also support adult male spraguedawley rats days external replenishment diet water study demonstrated capability flexibility aem operate days minor hardware modification therefore modifications possible utilize hardware international space station operational platforms extend space life science research use mice rats
Morphology of Penicillium rubens Biofilms Formed in Space,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10144393/,"Fungi biofilms have been found growing on spacecraft surfaces such as windows, piping, cables, etc. The contamination of these surfaces with fungi, although undesirable, is highly difficult to avoid. While several biofilm forming species, including Penicillium rubens , have been identified in spacecraft, the effect of microgravity on fungal biofilm formation is unknown. This study sent seven material surfaces (Stainless Steel 316, Aluminum Alloy, Titanium Alloy, Carbon Fiber, Quartz, Silicone, and Nanograss) inoculated with spores of P. rubens to the International Space Station and allowed biofilms to form for 10, 15, and 20 days to understand the effects of microgravity on biofilm morphology and growth. In general, microgravity did not induce changes in the shape of biofilms, nor did it affect growth in terms of biomass, thickness, and surface area coverage. However, microgravity increased or decreased biofilm formation in some cases, and this was incubation-time- and material-dependent. Nanograss was the material with significantly less biofilm formation, both in microgravity and on Earth, and it could potentially be interfering with hyphal adhesion and/or spore germination. Additionally, a decrease in biofilm formation at 20 days, potentially due to nutrient depletion, was seen in some space and Earth samples and was material-dependent. Keywords: microgravity, Penicillium chrysogenum , fungal biofilm, International Space Station, microscopy, spacecraft",fungi biofilms found growing spacecraft surfaces windows piping cables etc contamination surfaces fungi although undesirable highly difficult avoid several biofilm forming species including penicillium rubens identified spacecraft effect microgravity fungal biofilm formation unknown study sent seven material surfaces stainless steel aluminum alloy titanium alloy carbon fiber quartz silicone nanograss inoculated spores rubens international space station allowed biofilms form days understand effects microgravity biofilm morphology growth general microgravity induce changes shape biofilms affect growth terms biomass thickness surface area coverage however microgravity increased decreased biofilm formation cases incubationtime materialdependent nanograss material significantly less biofilm formation microgravity earth could potentially interfering hyphal adhesion andor spore germination additionally decrease biofilm formation days potentially due nutrient depletion seen space earth samples materialdependent keywords microgravity penicillium chrysogenum fungal biofilm international space station microscopy spacecraft
Explainable machine learning identifies multi-omics signatures of muscle response to spaceflight in mice,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10719374/,"The adverse effects of microgravity exposure on mammalian physiology during spaceflight necessitate a deep understanding of the underlying mechanisms to develop effective countermeasures. One such concern is muscle atrophy, which is partly attributed to the dysregulation of calcium levels due to abnormalities in SERCA pump functioning. To identify potential biomarkers for this condition, multi-omics data and physiological data available on the NASA Open Science Data Repository (osdr.nasa.gov) were used, and machine learning methods were employed. Specifically, we used multi-omics (transcriptomic, proteomic, and DNA methylation) data and calcium reuptake data collected from C57BL/6 J mouse soleus and tibialis anterior tissues during several 30+ day-long missions on the international space station. The QLattice symbolic regression algorithm was introduced to generate highly explainable models that predict either experimental conditions or calcium reuptake levels based on multi-omics features. The list of candidate models established by QLattice was used to identify key features contributing to the predictive capability of these models, with Acyp1 and Rps7 proteins found to be the most predictive biomarkers related to the resilience of the tibialis anterior muscle in space. These findings could serve as targets for future interventions aiming to reduce the extent of muscle atrophy during space travel. Subject terms: Molecular biology, Mathematics and computing",adverse effects microgravity exposure mammalian physiology spaceflight necessitate deep understanding underlying mechanisms develop effective countermeasures one concern muscle atrophy partly attributed dysregulation calcium levels due abnormalities serca pump functioning identify potential biomarkers condition multiomics data physiological data available nasa open science data repository osdrnasagov used machine learning methods employed specifically used multiomics transcriptomic proteomic dna methylation data calcium reuptake data collected cbl mouse soleus tibialis anterior tissues several daylong missions international space station qlattice symbolic regression algorithm introduced generate highly explainable models predict either experimental conditions calcium reuptake levels based multiomics features list candidate models established qlattice used identify key features contributing predictive capability models acyp rps proteins found predictive biomarkers related resilience tibialis anterior muscle space findings could serve targets future interventions aiming reduce extent muscle atrophy space travel subject terms molecular biology mathematics computing
Microbial adaptation to spaceflight is correlated with bacteriophage-encoded functions,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11096397/,"Evidence from the International Space Station suggests microbial populations are rapidly adapting to the spacecraft environment; however, the mechanism of this adaptation is not understood. Bacteriophages are prolific mediators of bacterial adaptation on Earth. Here we survey 245 genomes sequenced from bacterial strains isolated on the International Space Station for dormant (lysogenic) bacteriophages. Our analysis indicates phage-associated genes are significantly different between spaceflight strains and their terrestrial counterparts. In addition, we identify 283 complete prophages, those that could initiate bacterial lysis and infect additional hosts, of which 21% are novel. These prophage regions encode functions that correlate with increased persistence in extreme environments, such as spaceflight, to include antimicrobial resistance and virulence, DNA damage repair, and dormancy. Our results correlate microbial adaptation in spaceflight to bacteriophage-encoded functions that may impact human health in spaceflight. Subject terms: Phage biology, Bacteriophages, Microbial ecology",evidence international space station suggests microbial populations rapidly adapting spacecraft environment however mechanism adaptation understood bacteriophages prolific mediators bacterial adaptation earth survey genomes sequenced bacterial strains isolated international space station dormant lysogenic bacteriophages analysis indicates phageassociated genes significantly different spaceflight strains terrestrial counterparts addition identify complete prophages could initiate bacterial lysis infect additional hosts novel prophage regions encode functions correlate increased persistence extreme environments spaceflight include antimicrobial resistance virulence dna damage repair dormancy results correlate microbial adaptation spaceflight bacteriophageencoded functions may impact human health spaceflight subject terms phage biology bacteriophages microbial ecology
Influence of the spaceflight environment on macrophage lineages,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11166655/,"Spaceflight and terrestrial spaceflight analogs can alter immune phenotypes. Macrophages are important immune cells that bridge the innate and adaptive immune systems and participate in immunoregulatory processes of homeostasis. Furthermore, macrophages are critically involved in initiating immunity, defending against injury and infection, and are also involved in immune resolution and wound healing. Heterogeneous populations of macrophage-type cells reside in many tissues and cause a variety of tissue-specific effects through direct or indirect interactions with other physiological systems, including the nervous and endocrine systems. It is vital to understand how macrophages respond to the unique environment of space to safeguard crew members with appropriate countermeasures for future missions in low Earth orbit and beyond. This review highlights current literature on macrophage responses to spaceflight and spaceflight analogs. Subject terms: Biomarkers, Immunology",spaceflight terrestrial spaceflight analogs alter immune phenotypes macrophages important immune cells bridge innate adaptive immune systems participate immunoregulatory processes homeostasis furthermore macrophages critically involved initiating immunity defending injury infection also involved immune resolution wound healing heterogeneous populations macrophagetype cells reside many tissues cause variety tissuespecific effects direct indirect interactions physiological systems including nervous endocrine systems vital understand macrophages respond unique environment space safeguard crew members appropriate countermeasures future missions low earth orbit beyond review highlights current literature macrophage responses spaceflight spaceflight analogs subject terms biomarkers immunology
MARSBOx: Fungal and bacterial endurance from a balloon-flown analog mission in the stratosphere,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7937622/,"Whether terrestrial life can withstand the martian environment is of paramount interest for planetary protection measures and space exploration. To understand microbial survival potential in Mars-like conditions, several fungal and bacterial samples were launched in September 2019 on a large NASA scientific balloon flight to the middle stratosphere (∼38 km altitude) where radiation levels resembled values at the equatorial Mars surface. Fungal spores of Aspergillus niger and bacterial cells of Salinisphaera shabanensis , Staphylococcus capitis subsp. capitis , and Buttiauxella sp. MASE-IM-9 were launched inside the MARSBOx (Microbes in Atmosphere for Radiation, Survival, and Biological Outcomes Experiment) payload filled with an artificial martian atmosphere and pressure throughout the mission profile. The dried microorganisms were either exposed to full UV-VIS radiation (UV dose = 1148 kJ m −2 ) or were shielded from radiation. After the 5-h stratospheric exposure, samples were assayed for survival and metabolic changes. Spores from the fungus A. niger and cells from the Gram-(–) bacterium S. shabanensis were the most resistant with a 2- and 4-log reduction, respectively. Exposed Buttiauxella sp. MASE-IM-9 was completely inactivated (both with and without UV exposure) and S. capitis subsp. capitis only survived the UV shielded experimental condition (3-log reduction). Our results underscore a wide variation in survival phenotypes of spacecraft associated microorganisms and support the hypothesis that pigmented fungi may be resistant to the martian surface if inadvertently delivered by spacecraft missions. Keywords: Mars simulation, fungal spores, spore survival, space, radiation, UV, balloon flight, stress resistance",whether terrestrial life withstand martian environment paramount interest planetary protection measures space exploration understand microbial survival potential marslike conditions several fungal bacterial samples launched september large nasa scientific balloon flight middle stratosphere altitude radiation levels resembled values equatorial mars surface fungal spores aspergillus niger bacterial cells salinisphaera shabanensis staphylococcus capitis subsp capitis buttiauxella maseim launched inside marsbox microbes atmosphere radiation survival biological outcomes experiment payload filled artificial martian atmosphere pressure throughout mission profile dried microorganisms either exposed full uvvis radiation dose shielded radiation stratospheric exposure samples assayed survival metabolic changes spores fungus niger cells gram bacterium shabanensis resistant log reduction respectively exposed buttiauxella maseim completely inactivated without exposure capitis subsp capitis survived shielded experimental condition log reduction results underscore wide variation survival phenotypes spacecraft associated microorganisms support hypothesis pigmented fungi may resistant martian surface inadvertently delivered spacecraft missions keywords mars simulation fungal spores spore survival space radiation balloon flight stress resistance
In situ linkage of fungal and bacterial proliferation to microbiologically influenced corrosion in B20 biodiesel storage tanks.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7055474/,"Renewable fuels hold great promise for the future yet their susceptibility to biodegradation and subsequent corrosion represents a challenge that needs to be directly assessed. Biodiesel is a renewable fuel that is widely used as a substitute or extender for petroleum diesel and is composed of a mixture of fatty acid methyl esters derived from plant or animal fats. Biodiesel can be blended up to 20% v/v with ultra-low sulfur diesel (i.e., B20) and used interchangeably with diesel engines and infrastructure. The addition of biodiesel, however, has been linked to increased susceptibility to biodegradation. Microorganisms proliferating via degradation of biodiesel blends have been linked to microbiologically influenced corrosion in the laboratory, but not measured directly in storage tanks (i.e., in situ ). To measure in situ microbial proliferation, fuel degradation and microbially influenced corrosion, we conducted a yearlong study of B20 storage tanks in operation at two locations, identified the microorganisms associated with fuel fouling, and measured in situ corrosion. The bacterial populations were more diverse than the fungal populations, and largely unique to each location. The bacterial populations included members of the Acetobacteraceae, Clostridiaceae , and Proteobacteria. The abundant Eukaryotes at both locations consisted of the same taxa, including a filamentous fungus within the family Trichocomaceae , not yet widely recognized as a contaminant of petroleum fuels, and the Saccharomycetaceae family of yeasts. Increases in the absolute and relative abundances of the Trichocomaceae were correlated with significant, visible fouling and pitting corrosion. This study identified the relationship between fouling of B20 with increased rates of corrosion and the microorganisms responsible, largely at the bottom of the sampled storage tanks. To our knowledge this is the first in situ study of this scale incorporating community and corrosion measurements in an active biodiesel storage environment. Keywords: biocorrosion, biofouling, fuel, biodiesel, B20, biodegradation",renewable fuels hold great promise future yet susceptibility biodegradation subsequent corrosion represents challenge needs directly assessed biodiesel renewable fuel widely used substitute extender petroleum diesel composed mixture fatty acid methyl esters derived plant animal fats biodiesel blended ultralow sulfur diesel used interchangeably diesel engines infrastructure addition biodiesel however linked increased susceptibility biodegradation microorganisms proliferating via degradation biodiesel blends linked microbiologically influenced corrosion laboratory measured directly storage tanks situ measure situ microbial proliferation fuel degradation microbially influenced corrosion conducted yearlong study storage tanks operation two locations identified microorganisms associated fuel fouling measured situ corrosion bacterial populations diverse fungal populations largely unique location bacterial populations included members acetobacteraceae clostridiaceae proteobacteria abundant eukaryotes locations consisted taxa including filamentous fungus within family trichocomaceae yet widely recognized contaminant petroleum fuels saccharomycetaceae family yeasts increases absolute relative abundances trichocomaceae correlated significant visible fouling pitting corrosion study identified relationship fouling increased rates corrosion microorganisms responsible largely bottom sampled storage tanks knowledge first situ study scale incorporating community corrosion measurements active biodiesel storage environment keywords biocorrosion biofouling fuel biodiesel biodegradation
"Identification of metagenome-assembled genomes containing antimicrobial resistance genes, isolated from an advanced water treatment facility.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7118179/,"Here, we present 95 metagenome-assembled genomes (MAGs) that harbor antimicrobial resistance genes, isolated from samples obtained in a large advanced wastewater reclamation facility prior to microfiltration. The MAGs were not in abundance after filtration at the facility and represent a useful resource to the water treatment community at large.",present metagenomeassembled genomes mags harbor antimicrobial resistance genes isolated samples obtained large advanced wastewater reclamation facility prior microfiltration mags abundance filtration facility represent useful resource water treatment community large
Nature of pre-earthquake phenomena and their effects on living organisms,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4494396/,"Simple Summary Earthquakes are invariably preceded by a period when stresses increase deep in the Earth. Animals appear to be able to sense impending seismic events. During build-up of stress, electronic charge carriers are activated deep below, called positive holes. Positive holes have unusual properties: they can travel fast and far into and through the surrounding rocks. As they flow, they generate ultralow frequency electromagnetic waves. When they arrive at the Earth surface, they can ionize the air. When they flow into water, they oxidize it to hydrogen peroxides. All these physical and chemical processes can have noticeable effects on animals. Abstract Earthquakes occur when tectonic stresses build up deep in the Earth before catastrophic rupture. During the build-up of stress, processes that occur in the crustal rocks lead to the activation of highly mobile electronic charge carriers. These charge carriers are able to flow out of the stressed rock volume into surrounding rocks. Such outflow constitutes an electric current, which generates electromagnetic (EM) signals. If the outflow occurs in bursts, it will lead to short EM pulses. If the outflow is continuous, the currents may fluctuate, generating EM emissions over a wide frequency range. Only ultralow and extremely low frequency (ULF/ELF) waves travel through rock and can reach the Earth surface. The outflowing charge carriers are (i) positively charged and (ii) highly oxidizing. When they arrive at the Earth surface from below, they build up microscopic electric fields, strong enough to field-ionize air molecules. As a result, the air above the epicentral region of an impending major earthquake often becomes laden with positive airborne ions. Medical research has long shown that positive airborne ions cause changes in stress hormone levels in animals and humans. In addition to the ULF/ELF emissions, positive airborne ions can cause unusual reactions among animals. When the charge carriers flow into water, they oxidize water to hydrogen peroxide. This, plus oxidation of organic compounds, can cause behavioral changes among aquatic animals. Keywords: pre-earthquake phenomena, positive holes, ULF (ultralow frequency) waves, ELF (extremely low frequency) waves, air ionization, water oxidation, hydrogen peroxide, physiological effects",simple summary earthquakes invariably preceded period stresses increase deep earth animals appear able sense impending seismic events buildup stress electronic charge carriers activated deep called positive holes positive holes unusual properties travel fast far surrounding rocks flow generate ultralow frequency electromagnetic waves arrive earth surface ionize air flow water oxidize hydrogen peroxides physical chemical processes noticeable effects animals abstract earthquakes occur tectonic stresses build deep earth catastrophic rupture buildup stress processes occur crustal rocks lead activation highly mobile electronic charge carriers charge carriers able flow stressed rock volume surrounding rocks outflow constitutes electric current generates electromagnetic signals outflow occurs bursts lead short pulses outflow continuous currents may fluctuate generating emissions wide frequency range ultralow extremely low frequency ulfelf waves travel rock reach earth surface outflowing charge carriers positively charged highly oxidizing arrive earth surface build microscopic electric fields strong enough fieldionize air molecules result air epicentral region impending major earthquake often becomes laden positive airborne ions medical research long shown positive airborne ions cause changes stress hormone levels animals humans addition ulfelf emissions positive airborne ions cause unusual reactions among animals charge carriers flow water oxidize water hydrogen peroxide plus oxidation organic compounds cause behavioral changes among aquatic animals keywords preearthquake phenomena positive holes ulf ultralow frequency waves elf extremely low frequency waves air ionization water oxidation hydrogen peroxide physiological effects
The rapid diagnosis and effective inhibition of coronavirus using spike antibody attached gold nanoparticles,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8323809/,"Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2), the cause of the coronavirus disease that began in 2019 (COVID-19), has been responsible for 1.4 million deaths worldwide as of 13 November 2020. Because at the time of writing no vaccine is yet available, a rapid diagnostic assay is very urgently needed. Herein, we present the development of anti-spike antibody attached gold nanoparticles for the rapid diagnosis of specific COVID-19 viral antigen or virus via a simple colorimetric change observation within a 5 minute time period. For rapid and highly sensitive identification, surface enhanced Raman spectroscopy (SERS) was employed using 4-aminothiophenol as a reporter molecule, which is attached to the gold nanoparticle via an Au–S bond. In the presence of COVID-19 antigen or virus particles, owing to the antigen–antibody interaction, the gold nanoparticles undergo aggregation, changing color from pink to blue, which allows for the determination of the presence of antigen or virus very rapidly by the naked eye, even at concentrations of 1 nanogram (ng) per mL for COVID-19 antigen and 1000 virus particles per mL for SARS-CoV-2 spike protein pseudotyped baculovirus. Importantly, the aggregated gold nanoparticles form “hot spots” to provide very strong SERS signal enhancement from anti-spike antibody and 4-aminothiophenol attached gold nanoparticles via light–matter interactions. Finite-difference time-domain (FDTD) simulation data indicate a 4-orders-of-magnitude Raman enhancement in “hot spot” positions when gold nanoparticles form aggregates. Using a portable Raman analyzer, our reported data demonstrate that our antibody and 4-aminothiophenol attached gold nanoparticle-based SERS probe has the capability to detect COVID-19 antigen even at a concentration of 4 picograms (pg) per mL and virus at a concentration of 18 virus particles per mL within a 5 minute time period. Using HEK293T cells, which express angiotensin-converting enzyme 2 (ACE2), by which SARS-CoV-2 enters human cells, we show that anti-spike antibody attached gold nanoparticles have the capability to inhibit infection by the virus. Our reported data show that antibody attached gold nanoparticles bind to SARS-CoV-2 spike protein, thereby inhibiting the virus from binding to cell receptors, which stops virus infection and spread. It also has the capability to destroy the lipid membrane of the virus.",severe acute respiratory syndrome coronavirus sarscov cause coronavirus disease began covid responsible million deaths worldwide november time writing vaccine yet available rapid diagnostic assay urgently needed herein present development antispike antibody attached gold nanoparticles rapid diagnosis specific covid viral antigen virus via simple colorimetric change observation within minute time period rapid highly sensitive identification surface enhanced raman spectroscopy sers employed using aminothiophenol reporter molecule attached gold nanoparticle via aus bond presence covid antigen virus particles owing antigenantibody interaction gold nanoparticles undergo aggregation changing color pink blue allows determination presence antigen virus rapidly naked eye even concentrations nanogram per covid antigen virus particles per sarscov spike protein pseudotyped baculovirus importantly aggregated gold nanoparticles form hot spots provide strong sers signal enhancement antispike antibody aminothiophenol attached gold nanoparticles via lightmatter interactions finitedifference timedomain fdtd simulation data indicate ordersofmagnitude raman enhancement hot spot positions gold nanoparticles form aggregates using portable raman analyzer reported data demonstrate antibody aminothiophenol attached gold nanoparticlebased sers probe capability detect covid antigen even concentration picograms per virus concentration virus particles per within minute time period using hekt cells express angiotensinconverting enzyme ace sarscov enters human cells show antispike antibody attached gold nanoparticles capability inhibit infection virus reported data show antibody attached gold nanoparticles bind sarscov spike protein thereby inhibiting virus binding cell receptors stops virus infection spread also capability destroy lipid membrane virus
